2017-11-15,333.36
2017-11-16,330.92
2017-11-17,332.39
2017-11-18,347.61
2017-11-19,354.39
2017-11-20,366.73
2017-11-21,360.4
2017-11-22,380.65
2017-11-23,410.17
2017-11-24,474.91
2017-11-25,466.28
2017-11-26,471.33
2017-11-27,480.36
2017-11-28,472.9
2017-11-29,427.52
2017-11-30,447.11
2017-12-01,466.54
2017-12-02,463.45
2017-12-03,465.85
2017-12-04,470.2
2017-12-05,463.28
2017-12-06,428.59
2017-12-07,434.41
2017-12-08,456.03
2017-12-09,473.5
2017-12-10,441.72
2017-12-11,515.14
2017-12-12,651.43
2017-12-13,702.77
2017-12-14,695.82
2017-12-15,684.45
2017-12-16,696.21
2017-12-17,719.98
2017-12-18,794.64
2017-12-19,826.82
2017-12-20,819.09
2017-12-21,821.06
2017-12-22,674.86
2017-12-23,719.39
2017-12-24,694.15
2017-12-25,765.83
2017-12-26,773.84
2017-12-27,762.84
2017-12-28,737.02
2017-12-29,753.59
2017-12-30,717.26
2017-12-31,756.73
2018-01-01,772.64
2018-01-02,884.44
2018-01-03,962.72
2018-01-04,980.92
2018-01-05,997.72
2018-01-06,1041.68
2018-01-07,1153.17
2018-01-08,1148.53
2018-01-09,1299.74
2018-01-10,1255.82
2018-01-11,1154.93
2018-01-12,1273.2
2018-01-13,1396.42
2018-01-14,1366.77
2018-01-15,1291.92
2018-01-16,1053.69
2018-01-17,1014.25
2018-01-18,1036.28
2018-01-19,1039.1
2018-01-20,1155.15
2018-01-21,1049.58
2018-01-22,1003.26
2018-01-23,986.23
2018-01-24,1058.78
2018-01-25,1056.03
2018-01-26,1055.17
2018-01-27,1107.07
2018-01-28,1246.01
2018-01-29,1182.36
2018-01-30,1071.13
2018-01-31,1118.31
2018-02-01,1036.79
2018-02-02,915.78
2018-02-03,964.02
2018-02-04,834.68
2018-02-05,697.95
2018-02-06,793.12
2018-02-07,757.07
2018-02-08,817.81
2018-02-09,883.87
2018-02-10,860.41
2018-02-11,814.66
2018-02-12,868.71
2018-02-13,845.26
2018-02-14,923.56
2018-02-15,936.98
2018-02-16,944.21
2018-02-17,974.12
2018-02-18,923.92
2018-02-19,943.87
2018-02-20,895.37
2018-02-21,849.97
2018-02-22,812.85
2018-02-23,864.19
2018-02-24,840.51
2018-02-25,844.81
2018-02-26,869.32
2018-02-27,878.26
2018-02-28,855.2
2018-03-01,872.2
2018-03-02,856.85
2018-03-03,857.23
2018-03-04,866.68
2018-03-05,853.68
2018-03-06,816.95
2018-03-07,752.83
2018-03-08,704.6
2018-03-09,728.92
2018-03-10,686.89
2018-03-11,723.34
2018-03-12,699.83
2018-03-13,690.83
2018-03-14,614.29
2018-03-15,611.3
2018-03-16,601.67
2018-03-17,552.78
2018-03-18,538.64
2018-03-19,556.73
2018-03-20,557.17
2018-03-21,561.73
